Date,Year,Month,Day,Day_of_Week,Total_Parking_Slots,Occupied_Slots,Available_Slots,Occupancy_Rate_Percentage,Total_Bookings,Peak_Hour_Start,Peak_Hour_End,Peak_Hour_Bookings,Revenue_PKR,Operating_Cost_PKR,Maintenance_Cost_PKR,Net_Profit_PKR,Average_Parking_Duration_Hours
2024-10-22,2024,10,22,Tuesday,100,53,47,53.0,83,12:00,14:00,24,18604.28,9625.58,0,8978.7,2.02
2024-10-23,2024,10,23,Wednesday,100,55,45,55.0,77,08:00,10:00,25,13845.7,10667.38,0,3178.32,4.94
2024-10-24,2024,10,24,Thursday,100,57,43,57.0,111,12:00,14:00,36,29300.67,10898.65,3370.91,15031.11,2.41
2024-10-25,2024,10,25,Friday,100,72,28,72.0,161,17:00,20:00,57,29105.33,11442.42,5479.47,12183.44,2.17
2024-10-26,2024,10,26,Saturday,100,80,20,80.0,121,12:00,14:00,32,27143.4,12301.3,0,14842.1,4.49
2024-10-27,2024,10,27,Sunday,100,79,21,79.0,136,17:00,20:00,40,30190.42,11306.29,0,18884.13,3.83
2024-10-28,2024,10,28,Monday,100,62,38,62.0,113,12:00,14:00,41,27978.08,9761.95,0,18216.13,4.28
2024-10-29,2024,10,29,Tuesday,100,65,35,65.0,106,12:00,14:00,34,21069.95,10589.18,0,10480.77,5.42
2024-10-30,2024,10,30,Wednesday,100,71,29,71.0,139,08:00,10:00,43,27972.03,11346.92,0,16625.11,1.96
2024-10-31,2024,10,31,Thursday,100,73,27,73.0,93,17:00,20:00,26,22828.06,11683.81,0,11144.25,3.18
2024-11-01,2024,11,1,Friday,100,71,29,71.0,127,17:00,20:00,46,23020.82,11333.11,12659.73,-972.02,1.76
2024-11-02,2024,11,2,Saturday,100,81,19,81.0,109,12:00,14:00,37,25034.16,11419.84,0,13614.32,4.35
2024-11-03,2024,11,3,Sunday,100,81,19,81.0,138,08:00,10:00,43,34086.98,11755.32,0,22331.66,4.76
2024-11-04,2024,11,4,Monday,100,73,27,73.0,147,17:00,20:00,39,32300.67,11719.24,0,20581.43,3.3
2024-11-05,2024,11,5,Tuesday,100,68,32,68.0,152,08:00,10:00,40,35236.3,11250.63,0,23985.67,2.06
2024-11-06,2024,11,6,Wednesday,100,79,21,79.0,143,08:00,10:00,48,25536.9,12021.02,3762.92,9752.96,4.97
2024-11-07,2024,11,7,Thursday,100,81,19,81.0,116,08:00,10:00,31,18884.81,10710.31,0,8174.5,1.79
2024-11-08,2024,11,8,Friday,100,74,26,74.0,134,17:00,20:00,35,28394.97,11988.54,0,16406.43,3.35
2024-11-09,2024,11,9,Saturday,100,99,1,99.0,166,17:00,20:00,66,47232.08,12707.46,0,34524.62,6.56
2024-11-10,2024,11,10,Sunday,100,92,8,92.0,191,12:00,14:00,72,48837.57,10722.78,3473.72,34641.07,4.83
2024-11-11,2024,11,11,Monday,100,70,30,70.0,112,08:00,10:00,45,29555.16,10414.67,0,19140.49,2.87
2024-11-12,2024,11,12,Tuesday,100,66,34,66.0,112,12:00,14:00,29,23030.27,12128.49,0,10901.78,4.39
2024-11-13,2024,11,13,Wednesday,100,73,27,73.0,107,12:00,14:00,36,26976.44,10815.35,0,16161.09,5.24
2024-11-14,2024,11,14,Thursday,100,81,19,81.0,170,17:00,20:00,55,36396.47,11548.26,0,24848.21,3.08
2024-11-15,2024,11,15,Friday,100,73,27,73.0,153,17:00,20:00,56,27374.58,11373.37,5690.94,10310.27,3.94
2024-11-16,2024,11,16,Saturday,100,81,19,81.0,130,12:00,14:00,44,33395.69,11808.83,0,21586.86,3.76
2024-11-17,2024,11,17,Sunday,100,87,13,87.0,175,17:00,20:00,50,29226.43,11158.35,0,18068.08,5.56
2024-11-18,2024,11,18,Monday,100,71,29,71.0,111,08:00,10:00,40,21306.11,10514.27,5190.07,5601.77,5.44
2024-11-19,2024,11,19,Tuesday,100,80,20,80.0,152,08:00,10:00,38,37868.41,12044.69,0,25823.72,3.52
2024-11-20,2024,11,20,Wednesday,100,71,29,71.0,133,17:00,20:00,47,29433.14,12618.19,0,16814.95,4.51
2024-11-21,2024,11,21,Thursday,100,71,29,71.0,108,17:00,20:00,28,26469.19,11907.54,0,14561.65,3.73
2024-11-22,2024,11,22,Friday,100,85,15,85.0,127,12:00,14:00,39,33874.18,12794.92,0,21079.26,3.17
2024-11-23,2024,11,23,Saturday,100,87,13,87.0,145,08:00,10:00,52,27511.85,12135.3,0,15376.55,5.47
2024-11-24,2024,11,24,Sunday,100,83,17,83.0,167,17:00,20:00,53,28800.99,12017.45,0,16783.54,5.88
2024-11-25,2024,11,25,Monday,100,99,1,99.0,168,17:00,20:00,45,47060.32,12660.44,5703.94,28695.94,2.34
2024-11-26,2024,11,26,Tuesday,100,78,22,78.0,105,17:00,20:00,36,23757.15,11643.1,0,12114.05,3.13
2024-11-27,2024,11,27,Wednesday,100,71,29,71.0,110,12:00,14:00,40,29394.44,10072.66,0,19321.78,2.73
2024-11-28,2024,11,28,Thursday,100,71,29,71.0,96,08:00,10:00,31,22283.79,10166.93,0,12116.86,4.1
2024-11-29,2024,11,29,Friday,100,81,19,81.0,137,17:00,20:00,49,25765.34,11227.07,0,14538.27,1.66
2024-11-30,2024,11,30,Saturday,100,92,8,92.0,165,17:00,20:00,61,34687.6,12176.19,5014.03,17497.38,2.81
2024-12-01,2024,12,1,Sunday,100,99,1,99.0,203,17:00,20:00,51,47512.02,11153.89,11937.47,24420.66,6.21
2024-12-02,2024,12,2,Monday,100,90,10,90.0,161,08:00,10:00,53,32957.73,10923.42,0,22034.31,5.81
2024-12-03,2024,12,3,Tuesday,100,72,28,72.0,109,12:00,14:00,32,28348.68,10936.06,0,17412.62,4.75
2024-12-04,2024,12,4,Wednesday,100,74,26,74.0,119,17:00,20:00,47,26435.98,11410.88,0,15025.1,4.0
2024-12-05,2024,12,5,Thursday,100,73,27,73.0,113,12:00,14:00,44,26423.66,10885.24,0,15538.42,5.89
2024-12-06,2024,12,6,Friday,100,73,27,73.0,116,12:00,14:00,43,25917.55,11098.63,0,14818.92,5.34
2024-12-07,2024,12,7,Saturday,100,92,8,92.0,168,17:00,20:00,52,32079.83,12922.62,0,19157.21,3.43
2024-12-08,2024,12,8,Sunday,100,99,1,99.0,157,17:00,20:00,58,26839.75,12737.07,0,14102.68,4.33
2024-12-09,2024,12,9,Monday,100,70,30,70.0,116,12:00,14:00,45,20602.53,10717.65,0,9884.88,4.11
2024-12-10,2024,12,10,Tuesday,100,78,22,78.0,140,08:00,10:00,49,32966.66,10736.92,0,22229.74,3.96
2024-12-11,2024,12,11,Wednesday,100,67,33,67.0,134,12:00,14:00,43,27272.3,10803.14,0,16469.16,5.99
2024-12-12,2024,12,12,Thursday,100,82,18,82.0,123,17:00,20:00,48,24785.66,11443.99,0,13341.67,2.39
2024-12-13,2024,12,13,Friday,100,83,17,83.0,152,12:00,14:00,58,39797.76,11708.14,0,28089.62,3.9
2024-12-14,2024,12,14,Saturday,100,89,11,89.0,120,08:00,10:00,33,29690.99,11601.85,4644.7,13444.44,6.12
2024-12-15,2024,12,15,Sunday,100,99,1,99.0,190,08:00,10:00,60,33458.94,13130.17,0,20328.77,5.75
2024-12-16,2024,12,16,Monday,100,59,41,59.0,98,08:00,10:00,30,16770.16,9863.48,0,6906.68,2.54
2024-12-17,2024,12,17,Tuesday,100,69,31,69.0,90,12:00,14:00,28,23639.02,11106.81,0,12532.21,5.01
2024-12-18,2024,12,18,Wednesday,100,75,25,75.0,96,12:00,14:00,28,16315.26,11675.96,3968.18,671.12,1.86
2024-12-19,2024,12,19,Thursday,100,71,29,71.0,100,12:00,14:00,27,22903.34,10949.73,0,11953.61,3.95
2024-12-20,2024,12,20,Friday,100,72,28,72.0,151,12:00,14:00,41,35638.11,11755.53,0,23882.58,1.52
2024-12-21,2024,12,21,Saturday,100,84,16,84.0,182,08:00,10:00,51,37958.65,11053.01,4857.28,22048.36,3.98
2024-12-22,2024,12,22,Sunday,100,93,7,93.0,153,17:00,20:00,58,30309.76,11628.56,0,18681.2,2.58
2024-12-23,2024,12,23,Monday,100,73,27,73.0,148,12:00,14:00,50,23160.09,11242.78,0,11917.31,2.27
2024-12-24,2024,12,24,Tuesday,100,69,31,69.0,137,17:00,20:00,55,25225.98,10541.11,0,14684.87,3.9
2024-12-25,2024,12,25,Wednesday,100,99,1,99.0,203,17:00,20:00,55,39180.97,12067.19,4465.87,22647.91,2.52
2024-12-26,2024,12,26,Thursday,100,80,20,80.0,128,12:00,14:00,36,24841.73,11457.73,0,13384.0,2.75
2024-12-27,2024,12,27,Friday,100,83,17,83.0,124,17:00,20:00,34,19655.02,11385.39,0,8269.63,2.14
2024-12-28,2024,12,28,Saturday,100,98,2,98.0,171,12:00,14:00,45,27069.49,12878.52,0,14190.97,5.9
2024-12-29,2024,12,29,Sunday,100,85,15,85.0,125,12:00,14:00,42,20692.72,11975.58,0,8717.14,5.72
2024-12-30,2024,12,30,Monday,100,76,24,76.0,111,17:00,20:00,38,21191.3,11647.24,2766.83,6777.23,3.67
2024-12-31,2024,12,31,Tuesday,100,99,1,99.0,215,17:00,20:00,85,62529.7,12980.47,0,49549.23,4.04
2025-01-01,2025,1,1,Wednesday,100,95,5,95.0,135,12:00,14:00,53,29629.72,11632.46,11465.18,6532.08,4.1
2025-01-02,2025,1,2,Thursday,100,53,47,53.0,90,12:00,14:00,30,18012.72,10465.02,0,7547.7,4.3
2025-01-03,2025,1,3,Friday,100,63,37,63.0,102,12:00,14:00,34,19305.43,10923.39,0,8382.04,3.58
2025-01-04,2025,1,4,Saturday,100,71,29,71.0,159,12:00,14:00,43,39719.07,12082.16,0,27636.91,2.49
2025-01-05,2025,1,5,Sunday,100,68,32,68.0,117,08:00,10:00,42,25506.88,10732.13,4503.82,10270.93,2.37
2025-01-06,2025,1,6,Monday,100,49,51,49.0,82,08:00,10:00,21,18918.72,10219.06,0,8699.66,2.79
2025-01-07,2025,1,7,Tuesday,100,48,52,48.0,81,12:00,14:00,30,14590.21,10416.4,0,4173.81,2.82
2025-01-08,2025,1,8,Wednesday,100,54,46,54.0,72,12:00,14:00,23,15178.67,9429.09,0,5749.58,3.79
2025-01-09,2025,1,9,Thursday,100,59,41,59.0,87,08:00,10:00,30,14216.43,11024.09,0,3192.34,3.97
2025-01-10,2025,1,10,Friday,100,62,38,62.0,88,08:00,10:00,27,14767.03,11346.32,3070.63,350.08,5.19
2025-01-11,2025,1,11,Saturday,100,64,36,64.0,79,17:00,20:00,26,19854.66,10673.55,0,9181.11,6.15
2025-01-12,2025,1,12,Sunday,100,71,29,71.0,113,17:00,20:00,33,24285.65,10414.11,2567.34,11304.2,6.11
2025-01-13,2025,1,13,Monday,100,61,39,61.0,88,12:00,14:00,25,22360.91,11278.44,0,11082.47,5.33
2025-01-14,2025,1,14,Tuesday,100,57,43,57.0,101,08:00,10:00,30,19980.04,10257.07,0,9722.97,3.67
2025-01-15,2025,1,15,Wednesday,100,48,52,48.0,64,12:00,14:00,19,15856.7,10161.69,0,5695.01,4.52
2025-01-16,2025,1,16,Thursday,100,54,46,54.0,68,17:00,20:00,19,15658.85,10217.57,0,5441.28,4.24
2025-01-17,2025,1,17,Friday,100,60,40,60.0,121,08:00,10:00,36,20649.87,10179.62,0,10470.25,3.92
2025-01-18,2025,1,18,Saturday,100,71,29,71.0,151,17:00,20:00,46,32610.28,10973.12,0,21637.16,4.77
2025-01-19,2025,1,19,Sunday,100,66,34,66.0,130,17:00,20:00,46,23392.59,12003.28,0,11389.31,6.22
2025-01-20,2025,1,20,Monday,100,60,40,60.0,126,17:00,20:00,47,23525.04,11776.51,2842.95,8905.58,2.28
2025-01-21,2025,1,21,Tuesday,100,55,45,55.0,103,08:00,10:00,37,23940.58,10295.87,0,13644.71,5.09
2025-01-22,2025,1,22,Wednesday,100,56,44,56.0,90,08:00,10:00,24,19901.89,10331.57,0,9570.32,4.06
2025-01-23,2025,1,23,Thursday,100,61,39,61.0,117,12:00,14:00,41,18255.52,9952.74,0,8302.78,3.19
2025-01-24,2025,1,24,Friday,100,66,34,66.0,127,17:00,20:00,42,31591.02,10892.91,0,20698.11,2.28
2025-01-25,2025,1,25,Saturday,100,78,22,78.0,171,17:00,20:00,53,27541.49,12417.41,5266.24,9857.84,4.31
2025-01-26,2025,1,26,Sunday,100,70,30,70.0,150,08:00,10:00,56,33825.1,10961.87,0,22863.23,2.8
2025-01-27,2025,1,27,Monday,100,53,47,53.0,78,12:00,14:00,28,14980.93,10764.37,0,4216.56,3.81
2025-01-28,2025,1,28,Tuesday,100,45,55,45.0,57,08:00,10:00,22,9075.51,9670.73,0,-595.22,4.52
2025-01-29,2025,1,29,Wednesday,100,64,36,64.0,88,12:00,14:00,32,15051.47,10180.92,0,4870.55,4.82
2025-01-30,2025,1,30,Thursday,100,58,42,58.0,112,08:00,10:00,39,29096.74,10211.14,0,18885.6,1.99
2025-01-31,2025,1,31,Friday,100,62,38,62.0,120,12:00,14:00,47,23343.52,10213.04,0,13130.48,2.11
2025-02-01,2025,2,1,Saturday,100,71,29,71.0,100,17:00,20:00,34,26387.92,11939.66,11829.95,2618.31,6.41
2025-02-02,2025,2,2,Sunday,100,74,26,74.0,100,12:00,14:00,39,17513.3,11287.39,0,6225.91,3.63
2025-02-03,2025,2,3,Monday,100,50,50,50.0,105,12:00,14:00,28,17780.87,9981.71,0,7799.16,4.93
2025-02-04,2025,2,4,Tuesday,100,59,41,59.0,125,17:00,20:00,38,28811.22,10697.58,0,18113.64,5.09
2025-02-05,2025,2,5,Wednesday,100,65,35,65.0,129,12:00,14:00,35,21535.18,11145.57,0,10389.61,4.01
2025-02-06,2025,2,6,Thursday,100,51,49,51.0,95,17:00,20:00,25,16580.54,10508.8,3314.88,2756.86,2.96
2025-02-07,2025,2,7,Friday,100,62,38,62.0,120,12:00,14:00,35,19068.92,10585.03,0,8483.89,5.25
2025-02-08,2025,2,8,Saturday,100,73,27,73.0,146,17:00,20:00,58,26019.61,10605.52,0,15414.09,4.73
2025-02-09,2025,2,9,Sunday,100,75,25,75.0,126,12:00,14:00,45,31851.58,11595.93,0,20255.65,6.64
2025-02-10,2025,2,10,Monday,100,41,59,41.0,70,08:00,10:00,27,14690.2,10391.74,0,4298.46,3.71
2025-02-11,2025,2,11,Tuesday,100,58,42,58.0,116,08:00,10:00,42,25304.24,11017.97,0,14286.27,4.0
2025-02-12,2025,2,12,Wednesday,100,68,32,68.0,146,12:00,14:00,43,35484.59,10582.48,0,24902.11,3.16
2025-02-13,2025,2,13,Thursday,100,50,50,50.0,62,12:00,14:00,17,14720.8,10394.41,0,4326.39,5.59
2025-02-14,2025,2,14,Friday,100,84,16,84.0,170,08:00,10:00,65,41304.58,11918.45,0,29386.13,3.14
2025-02-15,2025,2,15,Saturday,100,76,24,76.0,161,12:00,14:00,63,33082.27,11667.64,0,21414.63,6.15
2025-02-16,2025,2,16,Sunday,100,71,29,71.0,105,17:00,20:00,41,26711.01,11974.72,0,14736.29,6.49
2025-02-17,2025,2,17,Monday,100,63,37,63.0,122,12:00,14:00,42,25914.5,11169.78,0,14744.72,3.54
2025-02-18,2025,2,18,Tuesday,100,64,36,64.0,144,08:00,10:00,53,29867.7,11130.44,5128.78,13608.48,3.24
2025-02-19,2025,2,19,Wednesday,100,54,46,54.0,92,17:00,20:00,36,21047.38,10939.52,0,10107.86,4.88
2025-02-20,2025,2,20,Thursday,100,45,55,45.0,70,08:00,10:00,24,14346.21,9703.84,5205.33,-562.96,3.61
2025-02-21,2025,2,21,Friday,100,61,39,61.0,138,08:00,10:00,53,29227.04,10368.79,4307.73,14550.52,2.73
2025-02-22,2025,2,22,Saturday,100,74,26,74.0,141,08:00,10:00,42,23201.66,10628.78,0,12572.88,5.16
2025-02-23,2025,2,23,Sunday,100,75,25,75.0,122,17:00,20:00,33,25320.28,11203.54,0,14116.74,3.91
2025-02-24,2025,2,24,Monday,100,60,40,60.0,115,08:00,10:00,33,18419.47,11131.43,0,7288.04,2.07
2025-02-25,2025,2,25,Tuesday,100,58,42,58.0,82,08:00,10:00,23,13804.9,11124.83,3654.98,-974.91,3.58
2025-02-26,2025,2,26,Wednesday,100,52,48,52.0,85,17:00,20:00,29,17440.36,10492.87,0,6947.49,3.68
2025-02-27,2025,2,27,Thursday,100,71,29,71.0,158,12:00,14:00,54,33844.59,11714.06,0,22130.53,3.56
2025-02-28,2025,2,28,Friday,100,45,55,45.0,66,08:00,10:00,25,10517.8,9594.1,0,923.7,3.28
2025-03-01,2025,3,1,Saturday,100,88,12,88.0,157,12:00,14:00,57,33132.29,11848.65,13922.25,7361.39,5.54
2025-03-02,2025,3,2,Sunday,100,86,14,86.0,173,17:00,20:00,48,30989.66,11374.39,0,19615.27,5.9
2025-03-03,2025,3,3,Monday,100,59,41,59.0,95,12:00,14:00,29,21360.24,10613.34,0,10746.9,3.21
2025-03-04,2025,3,4,Tuesday,100,55,45,55.0,112,12:00,14:00,35,18963.97,10485.53,0,8478.44,4.33
2025-03-05,2025,3,5,Wednesday,100,58,42,58.0,88,08:00,10:00,22,17036.4,11262.39,0,5774.01,2.41
2025-03-06,2025,3,6,Thursday,100,66,34,66.0,123,12:00,14:00,48,30212.64,10792.1,3271.13,16149.41,2.42
2025-03-07,2025,3,7,Friday,100,69,31,69.0,129,17:00,20:00,40,21745.54,10574.66,0,11170.88,1.84
2025-03-08,2025,3,8,Saturday,100,85,15,85.0,104,12:00,14:00,28,27362.82,11613.77,0,15749.05,2.73
2025-03-09,2025,3,9,Sunday,100,92,8,92.0,185,12:00,14:00,67,36991.36,11567.95,0,25423.41,6.24
2025-03-10,2025,3,10,Monday,100,56,44,56.0,119,17:00,20:00,46,19730.73,11497.59,0,8233.14,5.13
2025-03-11,2025,3,11,Tuesday,100,65,35,65.0,129,17:00,20:00,48,27500.2,11758.05,0,15742.15,2.14
2025-03-12,2025,3,12,Wednesday,100,67,33,67.0,106,12:00,14:00,39,19663.06,10378.45,0,9284.61,4.55
2025-03-13,2025,3,13,Thursday,100,77,23,77.0,120,12:00,14:00,32,25891.65,11974.88,0,13916.77,3.39
2025-03-14,2025,3,14,Friday,100,74,26,74.0,148,08:00,10:00,56,27073.1,11816.49,0,15256.61,1.63
2025-03-15,2025,3,15,Saturday,100,87,13,87.0,177,08:00,10:00,47,31668.27,12282.6,0,19385.67,4.94
2025-03-16,2025,3,16,Sunday,100,76,24,76.0,98,08:00,10:00,38,19705.2,11691.37,0,8013.83,3.9
2025-03-17,2025,3,17,Monday,100,68,32,68.0,145,12:00,14:00,39,36623.96,10859.04,0,25764.92,3.29
2025-03-18,2025,3,18,Tuesday,100,60,40,60.0,83,12:00,14:00,25,15032.87,10454.44,2391.25,2187.18,4.37
2025-03-19,2025,3,19,Wednesday,100,64,36,64.0,95,12:00,14:00,32,20517.07,10613.65,0,9903.42,1.99
2025-03-20,2025,3,20,Thursday,100,67,33,67.0,104,08:00,10:00,28,19017.64,11196.31,0,7821.33,4.88
2025-03-21,2025,3,21,Friday,100,62,38,62.0,85,08:00,10:00,29,19970.71,10433.69,3907.03,5629.99,3.32
2025-03-22,2025,3,22,Saturday,100,87,13,87.0,136,08:00,10:00,38,34644.42,10800.08,0,23844.34,6.44
2025-03-23,2025,3,23,Sunday,100,99,1,99.0,194,08:00,10:00,59,45885.96,13104.1,0,32781.86,5.28
2025-03-24,2025,3,24,Monday,100,76,24,76.0,134,08:00,10:00,36,22254.28,11311.71,0,10942.57,2.67
2025-03-25,2025,3,25,Tuesday,100,59,41,59.0,78,08:00,10:00,28,20139.85,11406.06,3079.75,5654.04,3.34
2025-03-26,2025,3,26,Wednesday,100,63,37,63.0,103,08:00,10:00,41,20014.64,10826.4,0,9188.24,4.18
2025-03-27,2025,3,27,Thursday,100,70,30,70.0,143,17:00,20:00,55,33128.17,11433.5,0,21694.67,5.05
2025-03-28,2025,3,28,Friday,100,62,38,62.0,117,17:00,20:00,34,20750.18,11117.81,0,9632.37,3.63
2025-03-29,2025,3,29,Saturday,100,84,16,84.0,113,08:00,10:00,44,19851.22,11724.11,0,8127.11,4.09
2025-03-30,2025,3,30,Sunday,100,80,20,80.0,114,08:00,10:00,33,25206.91,10890.07,2199.61,12117.23,3.24
2025-03-31,2025,3,31,Monday,100,73,27,73.0,122,17:00,20:00,41,32046.9,10729.35,0,21317.55,2.35
2025-04-01,2025,4,1,Tuesday,100,79,21,79.0,123,12:00,14:00,38,24982.01,12530.68,11947.35,503.98,4.02
2025-04-02,2025,4,2,Wednesday,100,62,38,62.0,125,08:00,10:00,34,26998.06,9890.55,0,17107.51,2.06
2025-04-03,2025,4,3,Thursday,100,67,33,67.0,84,12:00,14:00,30,18112.59,10619.34,0,7493.25,3.61
2025-04-04,2025,4,4,Friday,100,66,34,66.0,131,08:00,10:00,36,33609.11,10784.1,0,22825.01,5.31
2025-04-05,2025,4,5,Saturday,100,94,6,94.0,136,17:00,20:00,43,32907.26,13072.89,0,19834.37,3.05
2025-04-06,2025,4,6,Sunday,100,74,26,74.0,129,17:00,20:00,49,21968.1,11249.83,0,10718.27,2.62
2025-04-07,2025,4,7,Monday,100,65,35,65.0,92,12:00,14:00,35,17506.48,11906.21,2802.8,2797.47,1.78
2025-04-08,2025,4,8,Tuesday,100,72,28,72.0,136,08:00,10:00,36,21599.78,11309.11,0,10290.67,5.32
2025-04-09,2025,4,9,Wednesday,100,70,30,70.0,117,17:00,20:00,41,29471.78,10929.55,0,18542.23,3.99
2025-04-10,2025,4,10,Thursday,100,70,30,70.0,133,12:00,14:00,39,30746.0,10992.4,0,19753.6,4.44
2025-04-11,2025,4,11,Friday,100,54,46,54.0,79,08:00,10:00,21,15885.58,9669.73,0,6215.85,1.31
2025-04-12,2025,4,12,Saturday,100,96,4,96.0,158,17:00,20:00,46,41771.29,12725.39,0,29045.9,4.59
2025-04-13,2025,4,13,Sunday,100,79,21,79.0,113,17:00,20:00,38,23768.2,11082.08,0,12686.12,2.34
2025-04-14,2025,4,14,Monday,100,69,31,69.0,145,12:00,14:00,40,33847.45,11297.4,5820.78,16729.27,3.36
2025-04-15,2025,4,15,Tuesday,100,60,40,60.0,77,17:00,20:00,21,12892.31,10719.87,0,2172.44,4.76
2025-04-16,2025,4,16,Wednesday,100,75,25,75.0,153,08:00,10:00,61,39106.1,11486.47,0,27619.63,4.67
2025-04-17,2025,4,17,Thursday,100,56,44,56.0,113,08:00,10:00,40,22479.57,10673.72,0,11805.85,4.43
2025-04-18,2025,4,18,Friday,100,67,33,67.0,121,12:00,14:00,45,19842.27,11695.36,0,8146.91,5.12
2025-04-19,2025,4,19,Saturday,100,79,21,79.0,146,08:00,10:00,41,34759.21,11212.87,0,23546.34,5.82
2025-04-20,2025,4,20,Sunday,100,77,23,77.0,162,17:00,20:00,60,33073.94,11898.98,0,21174.96,3.63
2025-04-21,2025,4,21,Monday,100,68,32,68.0,128,08:00,10:00,36,33426.9,10689.31,0,22737.59,5.26
2025-04-22,2025,4,22,Tuesday,100,72,28,72.0,152,17:00,20:00,49,30079.5,11784.09,0,18295.41,4.33
2025-04-23,2025,4,23,Wednesday,100,71,29,71.0,106,17:00,20:00,27,19255.29,10983.58,0,8271.71,1.78
2025-04-24,2025,4,24,Thursday,100,78,22,78.0,170,12:00,14:00,62,27320.93,11874.88,0,15446.05,4.81
2025-04-25,2025,4,25,Friday,100,62,38,62.0,121,08:00,10:00,39,21796.02,10883.01,2085.77,8827.24,1.12
2025-04-26,2025,4,26,Saturday,100,85,15,85.0,142,17:00,20:00,50,33835.1,11109.15,0,22725.95,4.84
2025-04-27,2025,4,27,Sunday,100,80,20,80.0,112,17:00,20:00,43,21966.19,12278.7,0,9687.49,3.54
2025-04-28,2025,4,28,Monday,100,65,35,65.0,120,12:00,14:00,48,19044.18,11469.83,0,7574.35,2.7
2025-04-29,2025,4,29,Tuesday,100,62,38,62.0,137,17:00,20:00,37,27326.52,11612.4,0,15714.12,3.81
2025-04-30,2025,4,30,Wednesday,100,64,36,64.0,131,08:00,10:00,47,34077.5,10405.76,3275.44,20396.3,3.36
2025-05-01,2025,5,1,Thursday,100,97,3,97.0,165,17:00,20:00,53,31495.15,12773.71,9475.39,9246.05,3.46
2025-05-02,2025,5,2,Friday,100,64,36,64.0,137,12:00,14:00,48,27951.39,11115.3,0,16836.09,2.75
2025-05-03,2025,5,3,Saturday,100,83,17,83.0,171,12:00,14:00,43,33768.46,10957.66,0,22810.8,3.01
2025-05-04,2025,5,4,Sunday,100,78,22,78.0,132,08:00,10:00,45,33896.61,12293.86,0,21602.75,3.49
2025-05-05,2025,5,5,Monday,100,66,34,66.0,107,12:00,14:00,39,17300.74,10741.3,0,6559.44,2.91
2025-05-06,2025,5,6,Tuesday,100,56,44,56.0,96,08:00,10:00,29,23084.36,10643.14,2342.15,10099.07,2.55
2025-05-07,2025,5,7,Wednesday,100,58,42,58.0,95,12:00,14:00,29,21920.62,10849.57,4643.11,6427.94,4.75
2025-05-08,2025,5,8,Thursday,100,67,33,67.0,84,08:00,10:00,21,16749.71,10759.27,0,5990.44,2.82
2025-05-09,2025,5,9,Friday,100,59,41,59.0,77,08:00,10:00,28,14719.86,10099.62,0,4620.24,4.0
2025-05-10,2025,5,10,Saturday,100,82,18,82.0,127,17:00,20:00,40,24456.82,12133.17,0,12323.65,2.29
2025-05-11,2025,5,11,Sunday,100,88,12,88.0,149,08:00,10:00,42,25155.46,11458.35,0,13697.11,4.08
2025-05-12,2025,5,12,Monday,100,66,34,66.0,119,17:00,20:00,32,23016.55,10386.92,5769.92,6859.71,2.91
2025-05-13,2025,5,13,Tuesday,100,69,31,69.0,109,08:00,10:00,37,18277.87,10741.68,0,7536.19,3.87
2025-05-14,2025,5,14,Wednesday,100,68,32,68.0,122,12:00,14:00,33,29387.28,12583.77,4013.98,12789.53,3.56
2025-05-15,2025,5,15,Thursday,100,57,43,57.0,110,17:00,20:00,36,17766.78,10371.42,0,7395.36,2.76
2025-05-16,2025,5,16,Friday,100,63,37,63.0,129,08:00,10:00,41,30521.69,10442.05,0,20079.64,1.2
2025-05-17,2025,5,17,Saturday,100,79,21,79.0,128,12:00,14:00,36,31030.22,12754.67,0,18275.55,5.55
2025-05-18,2025,5,18,Sunday,100,74,26,74.0,109,12:00,14:00,32,20747.21,11603.94,0,9143.27,5.98
2025-05-19,2025,5,19,Monday,100,64,36,64.0,112,08:00,10:00,35,27061.78,11328.95,0,15732.83,1.95
2025-05-20,2025,5,20,Tuesday,100,64,36,64.0,115,12:00,14:00,35,23161.94,11145.52,0,12016.42,5.34
2025-05-21,2025,5,21,Wednesday,100,69,31,69.0,124,17:00,20:00,32,29399.97,10758.85,0,18641.12,2.83
2025-05-22,2025,5,22,Thursday,100,60,40,60.0,88,12:00,14:00,34,22781.69,10934.79,0,11846.9,3.15
2025-05-23,2025,5,23,Friday,100,61,39,61.0,122,08:00,10:00,45,22115.61,9830.01,0,12285.6,4.84
2025-05-24,2025,5,24,Saturday,100,76,24,76.0,123,08:00,10:00,33,30462.07,12252.37,0,18209.7,6.37
2025-05-25,2025,5,25,Sunday,100,79,21,79.0,119,12:00,14:00,38,21503.0,12224.69,5698.06,3580.25,5.57
2025-05-26,2025,5,26,Monday,100,66,34,66.0,138,12:00,14:00,35,35372.03,11033.09,0,24338.94,2.95
2025-05-27,2025,5,27,Tuesday,100,60,40,60.0,113,12:00,14:00,30,23456.91,11092.02,0,12364.89,3.4
2025-05-28,2025,5,28,Wednesday,100,66,34,66.0,104,12:00,14:00,41,25665.51,10760.02,0,14905.49,2.68
2025-05-29,2025,5,29,Thursday,100,58,42,58.0,112,12:00,14:00,33,28832.62,11183.44,0,17649.18,3.89
2025-05-30,2025,5,30,Friday,100,64,36,64.0,119,08:00,10:00,32,23709.11,11085.4,4934.24,7689.47,2.8
